id;card_id;name;type;element;sub_type;level;attack;health;rarity;description;image_path;expansion;card_number;skills;passive_skill;created_at;updated_at;spektra_cost;duplicate_group;effect_type;effect_value;effect_value_2;effect_target;;
11;fire-borah-trainee-b;Borah Trainee B;avatar;fire;borah;1;1;5;Common;Avatar - Borah Fighter;/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Borah Trainee B.webp;Fire and Water;GEN-011;"[{""id"":""burning-step"",""name"":""Burning Step"",""damage"":1,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 1 damage to opponent active avatar and 1 damage to each opponent reserve avatar."",""spektraCost"":[""fire"",""neutral""]}]";;"""2026-01-09T06:52:54.041Z""";"""2026-02-17T13:47:56.701Z""";;GEN-011;;;;;;
12;fire-borah-trainee-c;Borah Trainee C;avatar;fire;borah;1;2;6;Common;Avatar - Borah Fighter;/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Borah Trainee C.webp;Fire and Water;GEN-012;"[{""id"":""ash-flick"",""name"":""Ash Flick"",""damage"":2,""conditions"":[],""description"":""Basic fire attack"",""spektraCost"":[""fire""]}]";;"""2026-01-09T06:52:54.085Z""";"""2026-02-17T13:47:56.743Z""";;GEN-012;;;;;;
13;fire-radja;Radja;avatar;fire;kobar;2;5;17;Rare;Avatar - Kobar Fighter;/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Radja.webp;Fire and Water;GEN-013;"[{""id"":""pyro-punch"",""name"":""Pyro Punch"",""damage"":5,""conditions"":[],""description"":""Powerful fire punch"",""spektraCost"":[""fire"",""neutral""]},{""id"":""burning-body"",""name"":""Burning Body"",""damage"":9,""conditions"":[{""type"":""opponent_element"",""value"":[""air""],""effect"":{""type"":""damage_modification"",""value"":13}}],""description"":""This attack damage become 13 if the opponent is Air Element Avatar"",""spektraCost"":[""fire"",""fire"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:54.132Z""";"""2026-02-17T13:47:56.788Z""";;GEN-013;;;;;;
14;fire-radja-super-rare;Radja;avatar;fire;kobar;2;5;17;Super Rare;Avatar - Kobar Fighter (Rare Variant);"/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Radja, Rare.webp";Fire and Water;GEN-014;"[{""id"":""pyro-punch"",""name"":""Pyro Punch"",""damage"":5,""conditions"":[],""description"":""Powerful fire punch"",""spektraCost"":[""fire"",""neutral""]},{""id"":""burning-body"",""name"":""Burning Body"",""damage"":9,""conditions"":[{""type"":""opponent_element"",""value"":[""air""],""effect"":{""type"":""damage_modification"",""value"":13}}],""description"":""This attack damage become 13 if the opponent is Air Element Avatar"",""spektraCost"":[""fire"",""fire"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:54.177Z""";"""2026-02-17T13:47:56.830Z""";;GEN-013;;;;;;
15;fire-mera;Mera;avatar;fire;kobar;2;3;13;Rare;Avatar - Kobar Fighter;/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Mera.webp;Fire and Water;GEN-015;"[{""id"":""klaw"",""name"":""Klaw"",""damage"":3,""conditions"":[],""description"":""Sharp claw attack"",""spektraCost"":[""fire"",""neutral""]},{""id"":""revenge-fire"",""name"":""Revenge Fire"",""damage"":8,""conditions"":[{""type"":""opponent_tribe"",""value"":[""kuhaka"",""kujana""],""effect"":{""type"":""damage_modification"",""value"":13}}],""description"":""This attack damage become 13 if the opponent is Kuhaka or Kujana type Avatar"",""spektraCost"":[""fire"",""fire"",""fire""]}]";;"""2026-01-09T06:52:54.223Z""";"""2026-02-17T13:47:56.876Z""";;GEN-015;;;;;;
16;fire-crimson;Crimson;avatar;fire;kobar;2;18;15;Rare;Avatar - Kobar Fighter;/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Crimson.webp;Fire and Water;GEN-016;"[{""id"":""ember"",""name"":""Ember"",""damage"":3,""conditions"":[],""description"":""Basic fire attack"",""spektraCost"":[""fire""]},{""id"":""infernal-crush"",""name"":""Infernal Crush"",""damage"":18,""conditions"":[{""type"":""self_damage"",""value"":4,""effect"":{""type"":""damage_self"",""value"":4}}],""description"":""Deal 4 damage to this Avatar after using this skill"",""spektraCost"":[""fire"",""fire"",""neutral"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:54.271Z""";"""2026-02-17T13:47:56.917Z""";;GEN-016;;;;;;
17;fire-dara;Dara;avatar;fire;borah;2;3;12;Rare;Avatar - Borah Fighter;/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Dara.webp;Fire and Water;GEN-017;"[{""id"":""klaw"",""name"":""Klaw"",""damage"":3,""conditions"":[],""description"":""Sharp claw attack"",""spektraCost"":[""neutral""]},{""id"":""annihilation"",""name"":""Annihilation"",""damage"":15,""conditions"":[{""type"":""opponent_tribe"",""value"":[""kuhaka"",""kujana""],""effect"":{""type"":""damage_modification"",""value"":20}}],""description"":""This attack damage become 20 if the opponent is Kuhaka or Kujana type Avatar"",""spektraCost"":[""fire"",""fire"",""fire"",""fire"",""neutral""]}]";;"""2026-01-09T06:52:54.340Z""";"""2026-02-17T13:47:56.963Z""";;GEN-017;;;;;;
18;fire-daisy;Daisy;avatar;fire;borah;2;6;16;Rare;Avatar - Borah Fighter;/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Daisy.webp;Fire and Water;GEN-018;"[{""id"":""spit-fire"",""name"":""Spit Fire"",""damage"":6,""conditions"":[],""description"":""Fire projectile attack"",""spektraCost"":[""fire"",""neutral""]},{""id"":""spread-burning"",""name"":""Spread Burning"",""damage"":10,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 10 damage to opponent active avatar and 2 damage to each opponent reserve avatar."",""spektraCost"":[""fire"",""neutral"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:54.386Z""";"""2026-02-17T13:47:57.005Z""";;GEN-018;;;;;;
19;fire-daisy-mythic;Daisy;avatar;fire;borah;2;6;16;Mythic;Avatar - Borah Fighter;"/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Daisy, Super Rare.webp";Fire and Water;GEN-019;"[{""id"":""spit-fire"",""name"":""Spit Fire"",""damage"":6,""conditions"":[],""description"":""Fire projectile attack"",""spektraCost"":[""fire"",""neutral""]},{""id"":""spread-burning"",""name"":""Spread Burning"",""damage"":10,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 10 damage to opponent active avatar and 2 damage to each opponent reserve avatar."",""spektraCost"":[""fire"",""neutral"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:54.435Z""";"""2026-02-17T13:47:57.052Z""";;GEN-018;;;;;;
20;fire-scarlet;Scarlet;avatar;fire;borah;2;4;14;Rare;Avatar - Borah Fighter;/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Scarlet.webp;Fire and Water;GEN-020;"[{""id"":""mini-dagger"",""name"":""Mini Dagger"",""damage"":4,""conditions"":[],""description"":""Quick dagger strike"",""spektraCost"":[""fire"",""neutral""]},{""id"":""infernal-arrow"",""name"":""Infernal Arrow"",""damage"":15,""conditions"":[{""type"":""self_damage"",""value"":3,""effect"":{""type"":""damage_self"",""value"":3}}],""description"":""Deal 3 damage to this Avatar after using this skill"",""spektraCost"":[""fire"",""fire"",""fire"",""neutral""]}]";;"""2026-01-09T06:52:54.481Z""";"""2026-02-17T13:47:57.094Z""";;GEN-020;;;;;;
21;fire-blood-eater;Blood Eater;avatar;fire;kujana;2;2;16;Rare;Avatar - Kujana Witch;/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Blood Eater.webp;Fire and Water;GEN-021;"[{""id"":""whirl-kick"",""name"":""Whirl Kick"",""damage"":2,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 2 damage to opponent active avatar and 1 damage to each opponent reserve avatar."",""spektraCost"":[""fire"",""neutral""]},{""id"":""rushing-kick"",""name"":""Rushing Kick"",""damage"":12,""conditions"":[{""type"":""opponent_tribe"",""value"":[""borah"",""kobar""],""effect"":{""type"":""damage_modification"",""value"":15}}],""description"":""This attack damage become 15 if the opponent is Borah or Kobar type Avatar"",""spektraCost"":[""fire"",""fire"",""fire"",""fire""]}]";;"""2026-01-09T06:52:54.527Z""";"""2026-02-17T13:47:57.141Z""";;GEN-021;;;;;;
22;fire-blood-eater-rare;Blood Eater;avatar;fire;kujana;2;2;16;Super Rare;Avatar - Kujana Witch (Rare Variant);"/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Blood Eater, Rare.webp";Fire and Water;GEN-022;"[{""id"":""whirl-kick"",""name"":""Whirl Kick"",""damage"":2,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 2 damage to opponent active avatar and 1 damage to each opponent reserve avatar."",""spektraCost"":[""fire"",""neutral""]},{""id"":""rushing-kick"",""name"":""Rushing Kick"",""damage"":12,""conditions"":[{""type"":""opponent_tribe"",""value"":[""borah"",""kobar""],""effect"":{""type"":""damage_modification"",""value"":15}}],""description"":""This attack damage become 15 if the opponent is Borah or Kobar type Avatar"",""spektraCost"":[""fire"",""fire"",""fire"",""fire""]}]";;"""2026-01-09T06:52:54.572Z""";"""2026-02-17T13:47:57.182Z""";;GEN-021;;;;;;
23;fire-blood-demon;Blood Demon;avatar;fire;kuhaka;2;13;13;Rare;Avatar - Kuhaka Berserker;/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Blood Demon.webp;Fire and Water;GEN-023;"[{""id"":""bloody-klaw"",""name"":""Bloody Klaw"",""damage"":13,""conditions"":[{""type"":""opponent_tribe"",""value"":[""borah"",""kobar""],""effect"":{""type"":""damage_modification"",""value"":20}}],""description"":""This attack damage become 20 if the opponent is Borah or Kobar type Avatar"",""spektraCost"":[""fire"",""fire"",""fire"",""fire"",""neutral""]}]";"{""id"":""berserker-burnout"",""name"":""Berserker Burnout"",""scope"":""active"",""damage"":0,""effect"":""Everytime before your draw phase, deal 1 damage to this Avatar."",""description"":""Everytime before your draw phase, deal 1 damage to this Avatar."",""spektraCost"":[]}";"""2026-01-09T06:52:54.619Z""";"""2026-02-17T13:47:57.228Z""";;GEN-023;;;;;;
24;fire-blood-demon-rare;Blood Demon;avatar;fire;kuhaka;2;13;13;Super Rare;Avatar - Kuhaka Berserker (Rare Variant);"/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Blood Demon, Rare.webp";Fire and Water;GEN-024;"[{""id"":""bloody-klaw"",""name"":""Bloody Klaw"",""damage"":13,""conditions"":[{""type"":""opponent_tribe"",""value"":[""borah"",""kobar""],""effect"":{""type"":""damage_modification"",""value"":20}}],""description"":""This attack damage become 20 if the opponent is Borah or Kobar type Avatar"",""spektraCost"":[""fire"",""fire"",""fire"",""fire"",""neutral""]}]";"{""id"":""berserker-burnout"",""name"":""Berserker Burnout"",""scope"":""active"",""damage"":0,""effect"":""Everytime before your draw phase, deal 1 damage to this Avatar."",""description"":""Everytime before your draw phase, deal 1 damage to this Avatar."",""spektraCost"":[]}";"""2026-01-09T06:52:54.664Z""";"""2026-02-17T13:47:57.270Z""";;GEN-023;;;;;;
25;fire-boar-berserker;Boar Berserker;avatar;fire;kuhaka;2;6;20;Rare;Avatar - Kuhaka Berserker;/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Boar Berserker.webp;Fire and Water;GEN-025;"[{""id"":""body-slam"",""name"":""Body Slam"",""damage"":6,""conditions"":[{""type"":""self_damage"",""value"":1,""effect"":{""type"":""damage_self"",""value"":1}}],""description"":""Deal 1 damage to this Avatar after using this skill."",""spektraCost"":[""fire"",""fire""]},{""id"":""bloody-klaw"",""name"":""Bloody Klaw"",""damage"":20,""conditions"":[{""type"":""self_damage"",""value"":1,""effect"":{""type"":""damage_self"",""value"":1}}],""description"":""Deal 1 damage to this Avatar after using this skill."",""spektraCost"":[""fire"",""neutral"",""neutral"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:54.710Z""";"""2026-02-17T13:47:57.317Z""";;GEN-025;;;;;;
26;fire-banaspati;Banaspati;avatar;fire;kuhaka;2;3;17;Rare;Avatar - Kuhaka Pyromancer;/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Banaspati.webp;Fire and Water;GEN-026;"[{""id"":""ember"",""name"":""Ember"",""damage"":3,""conditions"":[],""description"":""Basic fire spell"",""spektraCost"":[""fire"",""neutral""]},{""id"":""spread-ember"",""name"":""Spread Ember"",""damage"":13,""target"":""all_opponent_reserve"",""conditions"":[],""description"":""Put 3 damage into all opponent reserve avatars."",""spektraCost"":[""fire"",""fire"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:54.755Z""";"""2026-02-17T13:47:57.359Z""";;GEN-029;;;;;;
27;fire-boar-witch;Boar Witch;avatar;fire;kujana;2;7;13;Rare;Avatar - Kujana Witch;/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Boar Witch.webp;Fire and Water;GEN-027;"[{""id"":""purified-fire"",""name"":""Purified Fire"",""damage"":7,""condition"":""damage_to_self"",""effectType"":""heal"",""description"":""Deal 7 damage. If this avatar has damage counters, heal 2 damage."",""effectValue"":2,""spektraCost"":[""fire"",""fire"",""neutral"",""neutral""],""effectTarget"":""player_active"",""conditionValue"":1}]";"{""id"":""sacred-fire"",""name"":""Sacred Fire"",""scope"":""active_or_reserve"",""damage"":0,""description"":""Your active Fire Element Avatar gets +2 attack damage in their skills."",""spektraCost"":[],""modifierType"":""skill_damage_boost"",""modifierValue"":2,""modifierCondition"":""fire""}";"""2026-01-09T06:52:54.804Z""";"""2026-02-17T13:47:57.405Z""";;GEN-027;;;;;;
28;fire-boar-witch-mythic;Boar Witch;avatar;fire;kujana;2;7;13;Mythic;Avatar - Kujana Witch;"/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Boar Witch, Super Rare.webp";Fire and Water;GEN-028;"[{""id"":""purified-fire"",""name"":""Purified Fire"",""damage"":7,""condition"":""damage_to_self"",""effectType"":""heal"",""description"":""Deal 7 damage. If this avatar has damage counters, heal 2 damage."",""effectValue"":2,""spektraCost"":[""fire"",""fire"",""neutral"",""neutral""],""effectTarget"":""player_active"",""conditionValue"":1}]";"{""id"":""sacred-fire"",""name"":""Sacred Fire"",""scope"":""active_or_reserve"",""damage"":0,""description"":""Your active Fire Element Avatar gets +2 attack damage in their skills."",""spektraCost"":[],""modifierType"":""skill_damage_boost"",""modifierValue"":2,""modifierCondition"":""fire""}";"""2026-01-09T06:52:54.848Z""";"""2026-02-17T13:47:57.446Z""";;GEN-027;;;;;;
29;fire-banaspati-female;Banaspati;avatar;fire;kujana;2;3;15;Rare;Avatar - Kujana Pyromancer;/attached_assets/card_images/GENESIS/fire/avatars/Red Elemental Avatar for Apps_Ava - Banaspati Female.webp;Fire and Water;GEN-029;"[{""id"":""ember"",""name"":""Ember"",""damage"":3,""conditions"":[],""description"":""Basic fire spell"",""spektraCost"":[""fire"",""neutral""]},{""id"":""burning-tips"",""name"":""Burning Tips"",""damage"":8,""conditions"":[{""type"":""opponent_element"",""value"":[""air""],""effect"":{""type"":""damage_modification"",""value"":12}}],""description"":""This attack damage become 12 if the opponent is Air Element Avatar"",""spektraCost"":[""fire"",""fire"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:54.895Z""";"""2026-02-17T13:47:57.493Z""";;GEN-029;;;;;;
30;flame-flicker;Flame Flicker;spell;fire;damage;1;0;0;Common;Deal 2 damage to one enemy Avatar.;/attached_assets/card_images/GENESIS/fire/spells/Red Elemental Spell for Apps_Spell - Flame Flicker.webp;Fire and Water;GEN-030;;;"""2026-01-09T06:52:54.943Z""";"""2026-02-17T13:47:57.534Z""";["fire"];GEN-030;damage;2;;select_opponent_avatar;;
31;heat-resonance;Heat Resonance;spell;fire;damage;1;0;0;Common;Deal 1 damage to opponent active avatar and 1 damage to each opponent reserve avatar.;/attached_assets/card_images/GENESIS/fire/spells/Red Elemental Spell for Apps_Spell - Heat Resonance.webp;Fire and Water;GEN-031;;;"""2026-01-09T06:52:54.993Z""";"""2026-02-17T13:47:57.580Z""";"[""fire"",""neutral""]";GEN-031;damage;1;1;all_opponent_avatars;;
32;inferno-fuel;Inferno Fuel;spell;fire;healing;1;0;0;Common;Heal 2 HP from your active avatar.;/attached_assets/card_images/GENESIS/fire/spells/Red Elemental Spell for Apps_Spell - Inferno Fuel.webp;Fire and Water;GEN-032;;;"""2026-01-09T06:52:55.038Z""";"""2026-02-17T13:47:57.621Z""";"[""fire"",""fire""]";GEN-032;heal;2;;player_active;;
33;searing-flame;Searing Flame;spell;fire;damage;1;0;0;Uncommon;Deal 2 damage to all opponent active and reserve avatars.;/attached_assets/card_images/GENESIS/fire/spells/Red Elemental Spell for Apps_Spell - Searing Flame.webp;Fire and Water;GEN-033;;;"""2026-01-09T06:52:55.083Z""";"""2026-02-17T13:47:57.668Z""";"[""fire"",""fire"",""neutral""]";GEN-033;damage;2;;all_opponent_avatars;;
34;burning-sight;Burning Sight;spell;fire;draw;1;0;0;Uncommon;Draw 2 card from your deck.;/attached_assets/card_images/GENESIS/fire/spells/Red Elemental Spell for Apps_Spell - Burning Sight.webp;Fire and Water;GEN-034;;;"""2026-01-09T06:52:55.128Z""";"""2026-02-17T13:47:57.709Z""";"[""fire"",""fire"",""neutral"",""neutral""]";GEN-034;draw;2;;player;;
35;wild-combustion;Wild Combustion;spell;fire;damage;1;0;0;Super Rare;Deal 5 damage to enemy Active Avatar.;/attached_assets/card_images/GENESIS/fire/spells/Red Elemental Spell for Apps_Spell - Wild Combustion.webp;Fire and Water;GEN-035;;;"""2026-01-09T06:52:55.174Z""";"""2026-02-17T13:47:57.756Z""";"[""fire"",""fire"",""fire"",""neutral""]";GEN-035;damage;5;;opponent_active;;
36;flame-of-devastation;Flame of Devastation;spell;fire;damage;1;0;0;Super Rare;Deal 5 damage into 1 of your opponent avatar.;/attached_assets/card_images/GENESIS/fire/spells/Red Elemental Spell for Apps_Spell - Flame of Devastation.webp;Fire and Water;GEN-036;;;"""2026-01-09T06:52:55.218Z""";"""2026-02-17T13:47:57.798Z""";"[""fire"",""fire"",""fire"",""fire"",""neutral""]";GEN-036;damage;5;;select_opponent_avatar;;
37;ember-spark;Ember Spark;quickSpell;fire;damage;1;0;0;Common;Deal 1 damage to one enemy Avatar.;/attached_assets/card_images/GENESIS/fire/quickspells/Red Elemental Spell for Apps_Quick Spell - Ember Spark.webp;Fire and Water;GEN-037;;;"""2026-01-09T06:52:55.264Z""";"""2026-02-17T13:47:57.844Z""";["fire"];GEN-037;damage;1;;select_opponent_avatar;;
38;volcanic-boost;Volcanic Boost;quickSpell;fire;damage;1;0;0;Common;Deal 1 damage to opponent active avatar and 1 damage to one selected active or reserve avatar.;/attached_assets/card_images/GENESIS/fire/quickspells/Red Elemental Spell for Apps_Quick Spell - Volcanic Boost.webp;Fire and Water;GEN-038;;;"""2026-01-09T06:52:55.308Z""";"""2026-02-17T13:47:57.885Z""";"[""fire"",""neutral""]";GEN-038;damage;1;1;select_opponent_avatar;;
39;spark-shield;Spark Shield;quickSpell;fire;equipment;1;0;0;Uncommon;Target avatar get 1 shield counter.;/attached_assets/card_images/GENESIS/fire/quickspells/Red Elemental Spell for Apps_Quick Spell - Spark Shield.webp;Fire and Water;GEN-039;;;"""2026-01-09T06:52:55.355Z""";"""2026-02-17T13:47:57.931Z""";"[""fire"",""neutral"",""neutral""]";GEN-039;shield;1;;select_player_avatar;;
40;burning-armor;Burning Armor;ritualArmor;fire;equipment;1;0;0;Super Rare;Equipped avatar gain +2 damage in their skills;/attached_assets/card_images/GENESIS/fire/ritualarmor/Red Elemental Spell for Apps_Ritual Armor - Burning Armor.webp;Fire and Water;GEN-040;;;"""2026-01-09T06:52:55.399Z""";"""2026-02-17T13:47:57.973Z""";"[""fire"",""fire"",""fire"",""fire""]";GEN-040;;;;;;
41;boiled-armor;Boiled Armor;ritualArmor;fire;equipment;1;0;0;Super Rare;"Everytime equipped avatar get damage from opponent Avatar, this card deal 2 damage to that card.";/attached_assets/card_images/GENESIS/fire/ritualarmor/Red Elemental Spell for Apps_Ritual Armor - Boiled Armor.webp;Fire and Water;GEN-041;;;"""2026-01-09T06:52:55.446Z""";"""2026-02-17T13:47:58.019Z""";"[""fire"",""fire"",""fire"",""fire"",""neutral""]";GEN-041;;;;;;
42;burning-stage;Burning Stage;field;fire;;1;0;0;Uncommon;Fire element avatars on both sides gain +1 damage in their skills;/attached_assets/card_images/GENESIS/fire/fieldspells/Red Elemental Spell for Apps_Field Spell - Burning Stage.webp;Fire and Water;GEN-042;;;"""2026-01-09T06:52:55.492Z""";"""2026-02-17T13:47:58.061Z""";"[""fire"",""fire"",""fire"",""fire""]";GEN-042;;;;;;
43;hell-stage;Hell Stage;field;fire;;1;0;0;Super Rare;"Non Fire element avatar, get 1 damage everytime its user draw a card.";/attached_assets/card_images/GENESIS/fire/fieldspells/Red Elemental Spell for Apps_Field Spell - Hell Stage.webp;Fire and Water;GEN-043;;;"""2026-01-09T06:52:55.539Z""";"""2026-02-17T13:47:58.108Z""";"[""fire"",""fire"",""neutral"",""neutral""]";GEN-043;;;;;;
44;ashen-battlefield;Ashen Battlefield;field;fire;;1;0;0;Common;"All Fire element avatar, heal 1 damage everytime its user draw a card.";/attached_assets/card_images/GENESIS/fire/fieldspells/Red Elemental Spell for Apps_Field Stage - Ashen Battlefield.webp;Fire and Water;GEN-044;;;"""2026-01-09T06:52:55.583Z""";"""2026-02-17T13:47:58.153Z""";"[""fire"",""neutral""]";GEN-044;;;;;;
